baseline,,bm3,,dmso_1,,dmso_2,,4-Phenylimidazole_0.1,,4-Phenylimidazole_0.2,,4-Phenylimidazole_0.3,,4-Phenylimidazole_0.4,,4-Phenylimidazole_0.5,,4-Phenylimidazole_0.6,,4-Phenylimidazole_0.7,,4-Phenylimidazole_0.8,,4-Phenylimidazole_0.9,,4-Phenylimidazole_1.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
744.9645386,-0.0005446614814,744.9645386,0.001227355562,744.9645386,0.001785889966,744.9645386,0.0008705368964,744.9645386,0.004946867004,744.9645386,0.004681849852,744.9645386,0.009185697883,744.9645386,0.005384911783,744.9645386,0.007323661819,744.9645386,0.02247206122,744.9645386,0.01165909227,744.9645386,0.009874883108,744.9645386,0.007483517285,744.9645386,0.007939868607,
743.9710083,0.002271235688,743.9710083,0.003835638054,743.9710083,0.003778213635,743.9710083,0.00590586476,743.9710083,0.007416919339,743.9710083,0.008186675608,743.9710083,0.01039870735,743.9710083,0.008981291205,743.9710083,0.007393721491,743.9710083,0.0263434872,743.9710083,0.01379683521,743.9710083,0.008097287267,743.9710083,0.01241606008,743.9710083,0.009141625836,
742.9771118,-0.001761741354,742.9771118,-0.001240236219,742.9771118,0.001044744859,742.9771118,0.002144424245,742.9771118,0.002683432773,742.9771118,0.002441945486,742.9771118,0.006947255228,742.9771118,0.004938331898,742.9771118,0.005268769339,742.9771118,0.0228655003,742.9771118,0.01027697511,742.9771118,0.00592040224,742.9771118,0.006289563607,742.9771118,0.006974769291,
741.9828491,0.00158758543,741.9828491,0.002259317786,741.9828491,0.004868614487,741.9828491,0.004300639965,741.9828491,0.003761345521,741.9828491,0.005852258764,741.9828491,0.008502673358,741.9828491,0.007593641989,741.9828491,0.008005993441,741.9828491,0.02639836259,741.9828491,0.01260135788,741.9828491,0.009629073553,741.9828491,0.007998320274,741.9828491,0.00455634715,
740.9882202,-0.001199554303,740.9882202,0.002821761183,740.9882202,0.0008217763389,740.9882202,0.002495314227,740.9882202,0.004196444526,740.9882202,0.005784992129,740.9882202,0.007333534304,740.9882202,0.006751917303,740.9882202,0.00672599487,740.9882202,0.02563427761,740.9882202,0.01126889512,740.9882202,0.009928828105,740.9882202,0.008316081017,740.9882202,0.007822408341,
739.9932251,-8.603643801E-5,739.9932251,0.002085142303,739.9932251,0.006505293772,739.9932251,0.003320473945,739.9932251,-0.0001625852165,739.9932251,0.006208101753,739.9932251,0.01270902902,739.9932251,0.008846270852,739.9932251,0.006633148529,739.9932251,0.02866304107,739.9932251,0.01510583609,739.9932251,0.01083302591,739.9932251,0.009653237648,739.9932251,0.009651491418,
738.9979248,0.002620222745,738.9979248,0.004214113578,738.9979248,0.007494183723,738.9979248,0.006324863527,738.9979248,0.006308604963,738.9979248,0.006228662562,738.9979248,0.01379111689,738.9979248,0.007703583222,738.9979248,0.00667996332,738.9979248,0.02863016352,738.9979248,0.01481033489,738.9979248,0.01233618427,738.9979248,0.01115743723,738.9979248,0.00827914197,
738.0022583,-0.0007700974238,738.0022583,0.002384861233,738.0022583,0.002036661375,738.0022583,0.003149366239,738.0022583,0.0007425002987,738.0022583,0.005603549536,738.0022583,0.01144400332,738.0022583,0.006983871106,738.0022583,0.007327189669,738.0022583,0.02645701356,738.0022583,0.01291663945,738.0022583,0.0088620428,738.0022583,0.008659478277,738.0022583,0.006676861551,
737.0062866,-0.0001086557022,737.0062866,0.001642824034,737.0062866,0.001891666907,737.0062866,0.000631740375,737.0062866,0.00409943331,737.0062866,0.004552894272,737.0062866,0.01217565034,737.0062866,0.00547618093,737.0062866,0.004883666988,737.0062866,0.02316476032,737.0062866,0.01138846111,737.0062866,0.01068827603,737.0062866,0.007551469374,737.0062866,0.008482505567,
736.0099487,0.0003786955785,736.0099487,0.001704670605,736.0099487,0.00402796967,736.0099487,0.0007580587408,736.0099487,0.004398166668,736.0099487,0.004394401331,736.0099487,0.01283565722,736.0099487,0.00583531009,736.0099487,0.005576961208,736.0099487,0.02329635993,736.0099487,0.01325056329,736.0099487,0.01079910994,736.0099487,0.008287532255,736.0099487,0.008990514092,
